 诺基亚5230	 2013-04-17 230903	 省电，相对安卓。然后就没了。。。。	 好慢，扫描500多首歌用了10分钟。。。我去，软件安装也慢，反正一个字，慢。但是考虑到400mhz的U达到这样的水平我应该写到优点里去吧，	 诺基亚放弃塞班真不明智，塞班继续改改，还是能够非常好用的，可惜现在诺基亚越来越烂了
 三星I9018（Galaxy S）	 2011-05-23 144557	 较高的配置，较大的屏幕，不管是玩游戏还是看电影都非常流畅。超薄的外形比较喜欢。500万像素比Htc的800万不管是拍照还是摄影效果都要好得多。传说中的电流声我没碰到过，信号比较好，经常满格，通话大多数都比较清晰！	 有几次漏掉了电话，别人给我打电话i9000没任何反应。还有几次别人打电话接通后完全听不清别人在说什么，不知道是怎么回事。相机拍照在光线不好的时候出现泛红现象，这个是i9000的通病。待机时间一般，需要每天一冲！	 别人的都说i9000的屏幕怎么怎么好，实际上我也没怎么感觉出来，相反i9000的屏幕颗粒感看着比较明显，这个有点郁闷。另外通话声音小了点，屏幕容易沾指纹，没有闪光灯，除此i9000非常完美！
 三星I9018（Galaxy S）	 2011-05-20 205942	 优点就不多说了  每人爱好不同。	 1  电量真的如评论所说，基本每天要充烦 。2   刚入手，机子后台运行程序超多，杂七杂吧的。3    买了2天扣了我90元话费，安卓吸费王领教了4其他还在研究	 总的来说还是可以的，值得入手，还有希望高手跟我说说网络设置问题，扣费太牛了 。
 三星I9018（Galaxy S）	 2011-05-20 120040	 画面很给力，2G卡运行网络感觉也挺给力的，听说是有电流声，本人完全没遇到过。相机比其他500w很给力，使用中。。。。慢慢研究。	 这个电池超不给啦。。我玩是半天就O我了。。太容易粘指纹灰尘了。。外放声音很小。。有时来电都没感觉。	 用起来还是不错的。。。。请各位高手给点意见，如何省电，玩转9000
 三星I9018（Galaxy S）	 2011-05-19 193604	 屏幕好（字体有点小马赛克，还好色彩不错）、外观不错（不过别人总以为是苹果3GS）、支持五点触摸、当然还有高清播放（特别是日本爱片，一个字“爽”！）还有我入手期间只死过一次机！	 老生常堂的问题：待机、待机、还是待机（玩游戏大约只能坚持三四个小时吧！），极容易粘指纹（早知道就买个手机套子了），用天天动听听歌的时候容易卡机（有时候还要强制关闭系统），下一些大型游戏还要下载数据包（这个简直可恨）！还有流量走的过快（我一个月300MB，三天就用完了）！	 总之对于I9000我还在探索中，不过我希望哪位大侠，能教我一下怎样使用游戏的数据包！谢谢
 三星I9018（Galaxy S）	 2011-05-18 210436	 不想多说，有些配置还勉强过得去吧。	 外形难看,手感不佳.喇叭和听筒的音质都不行.运行程序略显不流畅而且发热严重,相机像素没有达到800万和没有闪光灯又是一大遗憾。晚上使用时屏幕会很刺眼。而且屏幕容易粘指纹。价格较高	 性价比低，购买后很容易让你后悔，请慎重选择。
 三星I9018（Galaxy S）	 2011-05-07 141708	 1.强大的硬件.屏幕	 1.续航能力真的不是很好（不知道是不是因为我买水货的原因）基本玩的话我怕一天都坚持不了。	 这是一款非常强悍的机子，原先是用iphone，说实话，如果不是为了面子之类的这家伙比iphone好太多了，直接在线看视频，也可以用手机把整部电影直接下载后在手机上看。
 三星I9018（Galaxy S）	 2011-05-03 211556	 、屏幕，4.0，Super AMOLED。色彩真是靓。用起来感觉真的很舒服。 2、720P摄像，超赞；500万摄像可以满足日常使用。 3、硬件配置高，性能强劲。应用，游戏速度都很快 4、用户UI不错。 5、耳机，5.1声道。	 太轻了点  电池不耐用    还有后盖太薄了	 总之用起来很爽  最让人蛋疼的是 买了第2天  让小孩摔了一 下  前面着地 屏幕裂了    又多花了冤枉钱去修  哎！！！！！！！
 三星I9018（Galaxy S）	 2011-05-02 221927	 基本属实咱就引用一下“1、屏幕，4.0，Super AMOLED。色彩不解释。用起来感觉真的很舒服。 2、主720P摄像；副500万摄像 3、硬件配置高，性能强劲。3D游戏速度都很流畅，不过游戏加载很忙==； 4、用户UI不错。 5、耳机，5.1声道。”	 1、有电流声，我的刷到2.4也有！	 性价比至强，实用性差！引用郭敬明一句话：“生活就像强奸，如果不能接受，就躺下来默默承受吧”。
 三星I9018（Galaxy S）	 2011-04-30 215809	 系统 很快 自己后来刷的  电池不行 只能用一天（7小时吧）（玩） 待机也就15个小	 买贵了 再等半月就好了   电池不行made JS给的假电池 cao  自己买的品胜的电池1450毫安的 只能用一天（7小时吧）（玩） 待机也就15个小时吧  费电	 还好 喜欢
 三星I9018（Galaxy S）	 2011-04-28 130742	 看见一款粉红色的三星I9000和大家分享一下！	 <span class="nocon">无填写</span>	 I9000手机，是款不错的手机；粉红色，是部分女生喜爱，市场会不错吧！我不希望价格变化，因为只是换了个后盖而已！
 三星I9018（Galaxy S）	 2011-04-28 102439	 1、屏幕，4.0，Super AMOLED。色彩真是靓。用起来感觉真的很舒服。2、720P摄像，超赞；500万摄像可以满足日常使用。3、硬件配置高，性能强劲。应用，游戏速度都很快4、用户UI不错。5、耳机，5.1声道。	 1、发热。2、塑料材质。（要是换成金属材质就更帅了）3、指纹，太容易脏了。4、续航能力一般，常玩的话基本一天一充。5、没有补光灯。	 入手一个多月没发现什么问题。价格便宜，性能好。值得入手（我指水货）。
 三星I9018（Galaxy S）	 2011-04-26 172145	 从去年八月先后用了里程碑、g7、m9到现在的9000.感觉9000是最好的，屏幕大看电影游戏都很适合，显示非常出色可以说是惊艳！机身很薄9.9mm但总体不失气势，时尚之余不失霸气，像dhd那样的机器个人只能说是霸道，后面的肚脐更是奇丑无比。性能强大，单核里谁与争锋？电池算是给力的了，比起其他三款机器，虽然比起其他的屏幕大，可能得益于sa强大的省电功能吧！同样的cpu和gpu，9000怎么玩都不会很热，相对m9看看电影都几乎受不了。照相效果好，出来的相片色彩好清晰吧算是，虽然没闪光灯，但在较暗的环境还是能照出比较亮的照片，传感器感光能力强吧！有前置摄像头，方便视频通话。	 sa屏幕是鲜艳，但有颗粒感，据说是技术上的问题，不懂，看惯了感觉就好了。三星开发的界面很丑，也不是像m9那样简约的美，而是简单很简单，可以说是没水平吧。用户体验上没有火腿肠的人性化。后盖看起来很容易刮花，不敢裸奔啊，套子侍候，这样正好增加些重量，提高手感！现在降价厉害啊，前一个月买的，现在掉价400百了~ 。~！	 总体表现出色吧配置上没有短板，不易落后，应该比较保值的以后。价格很合理了、现在值得入手。人气很旺，看看机锋里9000的人气就知道了，我看迟早超过戴妃！逛过网上二手市场的就知道，到处都有人求购9000，也许你很少会看到求购g7、m9、里程碑、defy的帖子吧！全国销量1000万台，真也不是盖的！
 三星I9018（Galaxy S）	 2011-04-26 143115	 手机入手快一个月，不得不说谷歌系统很强悍	 我的手机玩QQ就会出现屏幕上半部发热的情况，玩实况2011更加严重，不知道这合理吗，还有这机子寿命大概多少	 还是比较喜欢，毕竟不便宜
 三星I9018（Galaxy S）	 2011-04-25 194647	 sa屏幕，色彩艳丽，屏幕大，拍照效果好，价格还可以	 惯性滑动太厉害了，一点都不好用，用得很不爽，没散光灯。	 买了后悔了，我很不得扔掉
 三星I9018（Galaxy S）	 2011-04-23 135541	 超炫屏i9000那真不是盖得	 由于屏幕炫大 容易沾指纹 续航表现一般 电池不耐用是大屏手机的职业通病了 全塑胶的后盖很是脆弱盖捧在手上真怕有些闪失 必须当宝贝呵护着	 该出手时绝不让机会溜走
 三星I9018（Galaxy S）	 2011-04-23 101911	 屏幕确实很炫,看高清相当细腻,性能强劲没得说,玩游戏真的很爽,网上都说通话有电流声,但我的2G卡仔细听都没问题,用原装耳机听音乐很震撼.	 续航能力一般,因为没买备用电池,玩游戏4,5个小时就得充电,不过和PSP比起来也差不多,何况这个性能更强呢.	 性价比至强,这个价格根本就没有对手.
 三星I9018（Galaxy S）	 2011-04-22 003732	 嘿嘿。刚刚买了3/4天吧。感觉还不错，就是我感觉音乐方面比起N86用天天动听的效果差的太远简直没有音质可言。我用了天天和多米在这上面结果都是杯具。也有可能是我不会弄吧。在就是运行内存显示的是确实只有339左右。	 缺点嘛。闪光灯咯。。。嘿嘿你们知道的。	 比上不足比下有余~
 三星I9018（Galaxy S）	 2011-04-21 202616	 优点不多说了，就是那些了。	 我这台放2G卡听筒有电流声，用朋友的3G卡试了下，没有电流声了。信号不是特别强劲感觉，经常两三格（22系统入手没刷过机，恢复了一次出场设置，不知道跟这个有没有关系）。之前用的诺基亚，对比感觉外放声音不是特别的大，但音质还算不错。外形虽然也挺好看的，但上市比IPHONE晚，搞的有点像IPHONE的山寨的感觉。	 入手时间不是很长，暂时还没发现其他很明显和致命的缺点，至于电池，那么大屏，就没有耐用的，都可以无视了。个人认为这个价位的机器I9K是首选了。还是相当不错的，值得买。
 三星I9018（Galaxy S）	 2011-04-20 000546	 什么屏幕大，色彩号，CPU强悍我就不说了	 官方说RAM是512，我机子上显示的只有339M，我的是2.2，不知道是不是系统问题，不敢刷2.3，不少人刷了有问题，闪光灯也没有，不过对我来说不算重要	 总之入手两天还是蛮不错的，除了RAM让我郁闷！希望过一阵子高手们能弄出个稳定的2.3，刷了看看能不能把RAM弄上去
 三星I9018（Galaxy S）	 2011-04-17 204710	 优点就不用说了，屏幕大，一个字爽。虽然没有闪光灯，但是照出来的效果不错!~我买了一个礼拜，玩游戏大概一天没电，但是光是打电话接电话还是能持续2天。（我平均一天接的电话挺多的，做业务的）跟HTC G7的相比还是9000的好。	 但是唯一让我不爽的是手机有电流声，有的时候很大有的时候很小，??的响，我朋友买了3部都有这个声音。是2011年3月生产的。不知道大家会不会也有这个问题！~	 整体来说现在我入手是2530的价格，性价比还是不错。
 三星I9018（Galaxy S）	 2011-04-14 110908	 超高性价比，黑色2525入手，有保护套有膜，反正一切体验蛮好，不多说！	 大屏得通病，电池耗电快，其他的缺点就是优点	 爽，性价之王
 三星I9018（Galaxy S）	 2011-04-12 230906	 屏幕绚丽，色彩鲜艳，触屏反应快，GPU强劲，玩游戏不错，娱乐功能丰富，适合想玩花样而又囊中羞涩的学生族购买	 不带闪光灯，背壳塑料，材质一般，手感较轻	 没有一款产品是完美的，乔布斯也是这么个理儿，我用过iphone4,感觉比i9000好不到哪去，但是花了银子5880，太贵了。而现在的i9000只要2500，超高性价比了
 三星I9018（Galaxy S）	 2011-04-11 162339	 2550入手欧水的！游戏功能相当强汗！都市赛车5，地牢猎手轻松搞定，几乎没有卡顿的情况，电池没有想象中的那么脆弱，能撑个一天！但是容易沾指纹那是肯定的    .新出的spb 3d 桌面完美运行！	 容易沾指纹吧！！小问题.........续航能力一般！这是普遍大屏智能机的情况..........	 价格已经接近谷底了，再要大幅降价也是不可能的，有兴趣的赶紧入手，再晚了翻新机就更多了，买的时候一定注意翻新机..........总结：这是一部很值得入手的手机！！！！！
